price_date,symbol,company_name,open_price,close_price,high_price,low_price,volume
2025-08-11,TSLA,Tesla Inc.,335.0,339.03,346.64,334.15,105320174
2025-08-12,AAPL,Apple Inc.,228.01,229.65,230.8,227.07,55672301
2025-08-12,AMZN,Amazon.com Inc.,222.23,221.47,223.5,219.05,37254707
2025-08-12,GOOGL,Alphabet Inc.,201.37,203.34,204.5,200.59,30424452
2025-08-12,MSFT,Microsoft Corp.,523.75,529.24,530.98,522.7,18688921
2025-08-12,TSLA,Tesla Inc.,345.0,340.84,345.26,332.94,80690111
2025-08-13,AAPL,Apple Inc.,231.07,233.33,235.0,230.43,69878546
2025-08-13,AMZN,Amazon.com Inc.,222.0,224.56,224.92,222.0,36508335
2025-08-13,GOOGL,Alphabet Inc.,204.13,201.96,204.53,197.51,28342922
2025-08-13,MSFT,Microsoft Corp.,532.11,520.58,532.7,519.37,19619160
2025-08-13,TSLA,Tesla Inc.,341.5,339.38,348.98,338.2,67838892
2025-08-14,AAPL,Apple Inc.,234.06,232.78,235.12,230.85,51916275
2025-08-14,AMZN,Amazon.com Inc.,227.4,230.98,233.11,227.02,61545824
2025-08-14,GOOGL,Alphabet Inc.,201.5,202.94,204.44,201.23,25230427
2025-08-14,MSFT,Microsoft Corp.,522.56,522.48,525.95,520.14,20269074
2025-08-14,TSLA,Tesla Inc.,335.76,335.58,340.47,330.4,75000662
2025-08-15,AAPL,Apple Inc.,234.0,231.59,234.28,229.34,56038657
2025-08-15,AMZN,Amazon.com Inc.,232.58,231.03,234.08,229.81,39649244
2025-08-15,GOOGL,Alphabet Inc.,203.85,203.9,206.44,201.28,34931422
2025-08-15,MSFT,Microsoft Corp.,522.77,520.17,526.1,519.08,25213272
2025-08-15,TSLA,Tesla Inc.,337.66,330.56,339.3,327.02,74319792
2025-08-18,AAPL,Apple Inc.,231.7,230.89,233.12,230.11,37476188
2025-08-18,AMZN,Amazon.com Inc.,230.23,231.49,231.91,228.33,25248890
2025-08-18,GOOGL,Alphabet Inc.,204.2,203.5,205.27,202.49,18526594
2025-08-18,MSFT,Microsoft Corp.,521.59,517.1,522.82,514.02,23760583
2025-08-18,TSLA,Tesla Inc.,329.62,335.16,336.27,329.59,56956552
2025-08-19,AAPL,Apple Inc.,231.28,230.56,232.87,229.35,39402564
2025-08-19,AMZN,Amazon.com Inc.,230.09,228.01,230.53,227.12,29891012
2025-08-19,GOOGL,Alphabet Inc.,203.03,201.57,203.44,199.96,24240233
2025-08-19,MSFT,Microsoft Corp.,515.0,509.77,515.16,508.55,21481016
2025-08-19,TSLA,Tesla Inc.,335.79,329.31,340.55,327.85,75956002
2025-08-20,AAPL,Apple Inc.,229.98,226.01,230.47,225.77,42263865
2025-08-20,AMZN,Amazon.com Inc.,227.12,223.81,227.27,220.92,36604319
2025-08-20,GOOGL,Alphabet Inc.,200.73,199.32,201.28,196.6,28955498
2025-08-20,MSFT,Microsoft Corp.,509.87,505.72,511.0,504.44,27723025
2025-08-20,TSLA,Tesla Inc.,329.22,323.9,331.37,314.6,77481768
2025-08-21,AAPL,Apple Inc.,226.27,224.9,226.52,223.78,30621249
2025-08-21,AMZN,Amazon.com Inc.,222.65,221.95,222.78,220.5,32140459
2025-08-21,GOOGL,Alphabet Inc.,199.75,199.75,202.48,199.43,19774633
2025-08-21,MSFT,Microsoft Corp.,503.69,504.24,507.63,502.72,18443254
2025-08-21,TSLA,Tesla Inc.,322.08,320.11,324.9,318.68,55744445
2025-08-22,AAPL,Apple Inc.,226.17,227.76,229.09,225.41,42477811
2025-08-22,AMZN,Amazon.com Inc.,222.79,228.84,229.14,220.82,37315341
2025-08-22,GOOGL,Alphabet Inc.,202.73,206.09,208.54,201.3,42827040
2025-08-22,MSFT,Microsoft Corp.,504.25,507.23,510.73,502.41,24324161
2025-08-22,TSLA,Tesla Inc.,321.66,340.01,340.25,319.69,94016347
2025-08-25,AAPL,Apple Inc.,226.48,227.16,229.3,226.23,30983133
2025-08-25,AMZN,Amazon.com Inc.,227.35,227.94,229.6,227.31,22633695
2025-08-25,GOOGL,Alphabet Inc.,206.43,208.49,210.52,205.28,29928878
2025-08-25,MSFT,Microsoft Corp.,506.63,504.26,508.19,504.12,21638579
2025-08-25,TSLA,Tesla Inc.,338.9,346.6,349.53,335.03,86670037
2025-08-26,AAPL,Apple Inc.,226.87,229.31,229.49,224.69,54575107
2025-08-26,AMZN,Amazon.com Inc.,227.11,228.71,229.0,226.02,26105373
2025-08-26,GOOGL,Alphabet Inc.,207.51,207.14,207.85,205.7,28464130
2025-08-26,MSFT,Microsoft Corp.,504.36,502.04,504.98,498.51,30835709
2025-08-26,TSLA,Tesla Inc.,344.93,351.67,351.9,343.72,76651550
2025-08-27,AAPL,Apple Inc.,228.61,230.49,230.9,228.26,31259513
2025-08-27,AMZN,Amazon.com Inc.,228.57,229.12,229.87,227.81,21254479
2025-08-27,GOOGL,Alphabet Inc.,205.7,207.48,208.91,205.65,23022850
2025-08-27,MSFT,Microsoft Corp.,502.0,506.74,507.29,499.9,17277893
2025-08-27,TSLA,Tesla Inc.,351.94,349.6,355.39,349.16,65519012
2025-08-28,AAPL,Apple Inc.,230.82,232.56,233.41,229.34,38074700
2025-08-28,AMZN,Amazon.com Inc.,229.01,231.6,232.71,228.02,33679585
2025-08-28,GOOGL,Alphabet Inc.,207.25,211.64,212.22,206.9,32339307
2025-08-28,MSFT,Microsoft Corp.,507.09,509.64,511.09,505.5,18015593
2025-08-28,TSLA,Tesla Inc.,350.91,345.98,353.55,340.26,67903224
2025-08-29,AAPL,Apple Inc.,232.51,232.14,233.38,231.37,39418437
2025-08-29,AMZN,Amazon.com Inc.,231.32,229.0,231.81,228.16,26199170
2025-08-29,GOOGL,Alphabet Inc.,210.51,212.91,214.65,210.2,39728364
2025-08-29,MSFT,Microsoft Corp.,508.66,506.69,509.6,504.49,20961569
2025-08-29,TSLA,Tesla Inc.,347.23,333.87,348.75,331.7,81145660
2025-09-02,AAPL,Apple Inc.,229.25,229.72,230.85,226.97,44075638
2025-09-02,AMZN,Amazon.com Inc.,223.52,225.34,226.17,221.83,38843883
2025-09-02,GOOGL,Alphabet Inc.,208.44,211.35,211.68,206.2,47523037
2025-09-02,MSFT,Microsoft Corp.,500.47,505.12,506.0,496.81,18127995
2025-09-02,TSLA,Tesla Inc.,328.23,329.36,333.33,325.6,58391952
2025-09-03,AAPL,Apple Inc.,237.21,238.47,238.85,234.36,66061716
2025-09-03,AMZN,Amazon.com Inc.,225.21,225.99,227.17,224.36,26355706
2025-09-03,GOOGL,Alphabet Inc.,226.21,230.66,231.31,224.79,102090277
2025-09-03,MSFT,Microsoft Corp.,503.79,505.35,507.79,502.32,15995154
2025-09-03,TSLA,Tesla Inc.,335.2,334.09,343.33,328.51,88238894
2025-09-04,AAPL,Apple Inc.,238.45,239.78,239.9,236.74,47549429
2025-09-04,AMZN,Amazon.com Inc.,231.19,235.68,235.77,230.78,59391779
2025-09-04,GOOGL,Alphabet Inc.,229.65,232.3,232.37,226.11,51684167
2025-09-04,MSFT,Microsoft Corp.,504.3,507.97,508.15,503.15,15509486
2025-09-04,TSLA,Tesla Inc.,336.15,338.53,338.89,331.48,60711033
2025-09-05,AAPL,Apple Inc.,240.0,239.69,241.32,238.49,54870397
2025-09-05,AMZN,Amazon.com Inc.,235.19,232.33,236.0,231.93,36721802
